orcasound_filename,date_time_pstpdt,date_pstpdt,time_pstpdt,date_time_utc,date_utc,time_utc,duration,notes,aws_bucket,latitude,longitude
cand_02y2vkQ8o9smA5ZuPDm4k6,2024-10-23_10.23.16,2024-10-23,10.23.16,2024-10-23_17.23.16,2024-10-23,17.23.16,,"Faint calls behind the engine sounds, Whale noises, faint calls",1729666823.0,47.85613,-122.4259
cand_02y2vxn44krJZKM9mM4gqQ,2024-10-23_10.32.17,2024-10-23,10.32.17,2024-10-23_17.32.17,2024-10-23,17.32.17,,faint calls,1729666823.0,47.85613,-122.4259
cand_02y2w4afSvkiLvtmqQFy2F,2024-10-23_10.36.45,2024-10-23,10.36.45,2024-10-23_17.36.45,2024-10-23,17.36.45,,Jpod calls,1729666823.0,47.85613,-122.4259
cand_02y2wQxYxIx3hI6O4dmLKb,2024-10-23_10.50.54,2024-10-23,10.50.54,2024-10-23_17.50.54,2024-10-23,17.50.54,,,1729666823.0,47.85613,-122.4259
cand_02y2wbLiqj8IeZOPK36LX7,2024-10-23_10.58.08,2024-10-23,10.58.08,2024-10-23_17.58.08,2024-10-23,17.58.08,,Calls,1729666823.0,47.85613,-122.4259
cand_02y2xEmIyJXzqHVg0Gdh8j,2024-10-23_11.24.07,2024-10-23,11.24.07,2024-10-23_18.24.07,2024-10-23,18.24.07,,"S01 call x3, S01 call, faint, through noise from fishing vessel., S01 call as ferry noise decreases.",1729666823.0,47.85613,-122.4259
cand_02y2xSrFm8MYfZZpUhZBod,2024-10-23_11.33.16,2024-10-23,11.33.16,2024-10-23_18.33.16,2024-10-23,18.33.16,,"Orca! Distant mewing vocalizations. Single orca., Calls, Faint calls through flutter vessel noise.",1729666823.0,47.85613,-122.4259
cand_02y2xc0PmFMag4CgLXnDJ9,2024-10-23_11.39.10,2024-10-23,11.39.10,2024-10-23_18.39.10,2024-10-23,18.39.10,,"More powerboat noise rpm changes, steady receive level overall... so maybe it is distant?, More faint S01s x3, Repeated faint S01 calls x5?",1729666823.0,47.85613,-122.4259
cand_02y2vxn44krJZKM9mM4gqQ,2024-10-23_10.32.17,2024-10-23,10.32.17,2024-10-23_17.32.17,2024-10-23,17.32.17,,faint calls,1729666823.0,47.8506,-122.43517
cand_02y2w4afSvkiLvtmqQFy2F,2024-10-23_10.36.45,2024-10-23,10.36.45,2024-10-23_17.36.45,2024-10-23,17.36.45,,Jpod calls,1729666823.0,47.8506,-122.43517
cand_02y2wQxYxIx3hI6O4dmLKb,2024-10-23_10.50.54,2024-10-23,10.50.54,2024-10-23_17.50.54,2024-10-23,17.50.54,,,1729666823.0,47.8506,-122.43517
cand_02y2wbLiqj8IeZOPK36LX7,2024-10-23_10.58.08,2024-10-23,10.58.08,2024-10-23_17.58.08,2024-10-23,17.58.08,,Calls,1729666823.0,47.8506,-122.43517
cand_02y2xEmIyJXzqHVg0Gdh8j,2024-10-23_11.24.07,2024-10-23,11.24.07,2024-10-23_18.24.07,2024-10-23,18.24.07,,"S01 call x3, S01 call, faint, through noise from fishing vessel., S01 call as ferry noise decreases.",1729666823.0,47.8506,-122.43517
cand_02y2xSrFm8MYfZZpUhZBod,2024-10-23_11.33.16,2024-10-23,11.33.16,2024-10-23_18.33.16,2024-10-23,18.33.16,,"Orca! Distant mewing vocalizations. Single orca., Calls, Faint calls through flutter vessel noise.",1729666823.0,47.8506,-122.43517
cand_02y2xc0PmFMag4CgLXnDJ9,2024-10-23_11.39.10,2024-10-23,11.39.10,2024-10-23_18.39.10,2024-10-23,18.39.10,,"More powerboat noise rpm changes, steady receive level overall... so maybe it is distant?, More faint S01s x3, Repeated faint S01 calls x5?",1729666823.0,47.8506,-122.43517
cand_02y2wQxYxIx3hI6O4dmLKb,2024-10-23_10.50.54,2024-10-23,10.50.54,2024-10-23_17.50.54,2024-10-23,17.50.54,,,1729666823.0,47.86696,-122.44478
cand_02y2wbLiqj8IeZOPK36LX7,2024-10-23_10.58.08,2024-10-23,10.58.08,2024-10-23_17.58.08,2024-10-23,17.58.08,,Calls,1729666823.0,47.86696,-122.44478
cand_02y2xEmIyJXzqHVg0Gdh8j,2024-10-23_11.24.07,2024-10-23,11.24.07,2024-10-23_18.24.07,2024-10-23,18.24.07,,"S01 call x3, S01 call, faint, through noise from fishing vessel., S01 call as ferry noise decreases.",1729666823.0,47.86696,-122.44478
cand_02y2xSrFm8MYfZZpUhZBod,2024-10-23_11.33.16,2024-10-23,11.33.16,2024-10-23_18.33.16,2024-10-23,18.33.16,,"Orca! Distant mewing vocalizations. Single orca., Calls, Faint calls through flutter vessel noise.",1729666823.0,47.86696,-122.44478
cand_02y2xc0PmFMag4CgLXnDJ9,2024-10-23_11.39.10,2024-10-23,11.39.10,2024-10-23_18.39.10,2024-10-23,18.39.10,,"More powerboat noise rpm changes, steady receive level overall... so maybe it is distant?, More faint S01s x3, Repeated faint S01 calls x5?",1729666823.0,47.86696,-122.44478
cand_02y2xEmIyJXzqHVg0Gdh8j,2024-10-23_11.24.07,2024-10-23,11.24.07,2024-10-23_18.24.07,2024-10-23,18.24.07,,"S01 call x3, S01 call, faint, through noise from fishing vessel., S01 call as ferry noise decreases.",1729666823.0,47.89136,-122.46229
cand_02y2xSrFm8MYfZZpUhZBod,2024-10-23_11.33.16,2024-10-23,11.33.16,2024-10-23_18.33.16,2024-10-23,18.33.16,,"Orca! Distant mewing vocalizations. Single orca., Calls, Faint calls through flutter vessel noise.",1729666823.0,47.89136,-122.46229
cand_02y2xc0PmFMag4CgLXnDJ9,2024-10-23_11.39.10,2024-10-23,11.39.10,2024-10-23_18.39.10,2024-10-23,18.39.10,,"More powerboat noise rpm changes, steady receive level overall... so maybe it is distant?, More faint S01s x3, Repeated faint S01 calls x5?",1729666823.0,47.89136,-122.46229
cand_02y31r1IDGva7miOsWAOzb,2024-10-23_14.29.56,2024-10-23,14.29.56,2024-10-23_21.29.56,2024-10-23,21.29.56,,Extremely faint calls? (ON locates J pod off Point No Point at 14:00 -- approx range of 11km.),1729666823.0,47.90229,-122.4693
cand_02y31r1IDGva7miOsWAOzb,2024-10-23_14.29.56,2024-10-23,14.29.56,2024-10-23_21.29.56,2024-10-23,21.29.56,,Extremely faint calls? (ON locates J pod off Point No Point at 14:00 -- approx range of 11km.),1729666823.0,47.88644,-122.44591
cand_02y31r1IDGva7miOsWAOzb,2024-10-23_14.29.56,2024-10-23,14.29.56,2024-10-23_21.29.56,2024-10-23,21.29.56,,Extremely faint calls? (ON locates J pod off Point No Point at 14:00 -- approx range of 11km.),1729666823.0,47.90209,-122.44729
cand_02y31r1IDGva7miOsWAOzb,2024-10-23_14.29.56,2024-10-23,14.29.56,2024-10-23_21.29.56,2024-10-23,21.29.56,,Extremely faint calls? (ON locates J pod off Point No Point at 14:00 -- approx range of 11km.),1729666823.0,47.93442,-122.4787
cand_02y31r1IDGva7miOsWAOzb,2024-10-23_14.29.56,2024-10-23,14.29.56,2024-10-23_21.29.56,2024-10-23,21.29.56,,Extremely faint calls? (ON locates J pod off Point No Point at 14:00 -- approx range of 11km.),1729666823.0,47.94109,-122.48454
cand_02y31r1IDGva7miOsWAOzb,2024-10-23_14.29.56,2024-10-23,14.29.56,2024-10-23_21.29.56,2024-10-23,21.29.56,,Extremely faint calls? (ON locates J pod off Point No Point at 14:00 -- approx range of 11km.),1729666823.0,47.9673,-122.49381
cand_02y3B8npMPq1MykM9YD8ZT,2024-10-23_20.50.09,2024-10-23,20.50.09,2024-10-24_03.50.09,2024-10-24,03.50.09,,"Jpod back in Possession triangle, 8:51 Pm Starting to hear faint orca calls",1729666823.0,47.86395,-122.40275
cand_02y3BJqLT0kvjzuhrlgVqs,2024-10-23_20.57.45,2024-10-23,20.57.45,2024-10-24_03.57.45,2024-10-24,03.57.45,,,1729666823.0,47.86395,-122.40275
cand_02y3QBKfRislM7LPN8cZG1,2024-10-24_07.01.08,2024-10-24,07.01.08,2024-10-24_14.01.08,2024-10-24,14.01.08,,Clicks,1729666823.0,47.88384,-122.37028
cand_02y3QGAtHBAwqQgGd77I3o,2024-10-24_07.06.52,2024-10-24,07.06.52,2024-10-24_14.06.52,2024-10-24,14.06.52,,,1729666823.0,47.88384,-122.37028
cand_02y3YKDL7vQwTCBHzmtoiL,2024-10-24_12.35.20,2024-10-24,12.35.20,2024-10-24_19.35.20,2024-10-24,19.35.20,,Hearing Orca Calls!!!,1729666823.0,47.88626,-122.40452
cand_02y3YKDL7vQwTCBHzmtoiL,2024-10-24_12.35.20,2024-10-24,12.35.20,2024-10-24_19.35.20,2024-10-24,19.35.20,,Hearing Orca Calls!!!,1729666823.0,47.87608,-122.3853
cand_02y3YKDL7vQwTCBHzmtoiL,2024-10-24_12.35.20,2024-10-24,12.35.20,2024-10-24_19.35.20,2024-10-24,19.35.20,,Hearing Orca Calls!!!,1729666823.0,47.87539,-122.45396
cand_02y3YKDL7vQwTCBHzmtoiL,2024-10-24_12.35.20,2024-10-24,12.35.20,2024-10-24_19.35.20,2024-10-24,19.35.20,,Hearing Orca Calls!!!,1729666823.0,47.7025,-122.47542
cand_02y3YKDL7vQwTCBHzmtoiL,2024-10-24_12.35.20,2024-10-24,12.35.20,2024-10-24_19.35.20,2024-10-24,19.35.20,,Hearing Orca Calls!!!,1729666823.0,47.87412,-122.45036
cand_02y3YKDL7vQwTCBHzmtoiL,2024-10-24_12.35.20,2024-10-24,12.35.20,2024-10-24_19.35.20,2024-10-24,19.35.20,,Hearing Orca Calls!!!,1729666823.0,47.65494,-122.46939
cand_02y3YKDL7vQwTCBHzmtoiL,2024-10-24_12.35.20,2024-10-24,12.35.20,2024-10-24_19.35.20,2024-10-24,19.35.20,,Hearing Orca Calls!!!,1729666823.0,47.8691,-122.42167
cand_02y3YKDL7vQwTCBHzmtoiL,2024-10-24_12.35.20,2024-10-24,12.35.20,2024-10-24_19.35.20,2024-10-24,19.35.20,,Hearing Orca Calls!!!,1729666823.0,47.62776,-122.47797
cand_02y3YKDL7vQwTCBHzmtoiL,2024-10-24_12.35.20,2024-10-24,12.35.20,2024-10-24_19.35.20,2024-10-24,19.35.20,,Hearing Orca Calls!!!,1729666823.0,47.88712,-122.37592
cand_02y3cjAuBb7h5U1FgIMXfx,2024-10-24_15.34.38,2024-10-24,15.34.38,2024-10-24_22.34.38,2024-10-24,22.34.38,,"Faint whale calls as train is passing, Killer whale",1729666823.0,47.85154,-122.41695
cand_02y3d4gcuHn8TylbMjknCw,2024-10-24_15.48.47,2024-10-24,15.48.47,2024-10-24_22.48.47,2024-10-24,22.48.47,,Very faint calls,1729753223.0,47.85154,-122.41695
cand_02y3dMomz9u1DkpfSNR2C8,2024-10-24_16.00.39,2024-10-24,16.00.39,2024-10-24_23.00.39,2024-10-24,23.00.39,,Faint calls,1729753223.0,47.85154,-122.41695
cand_02y3cjAuBb7h5U1FgIMXfx,2024-10-24_15.34.38,2024-10-24,15.34.38,2024-10-24_22.34.38,2024-10-24,22.34.38,,"Faint whale calls as train is passing, Killer whale",1729666823.0,47.84117,-122.4475
cand_02y3d4gcuHn8TylbMjknCw,2024-10-24_15.48.47,2024-10-24,15.48.47,2024-10-24_22.48.47,2024-10-24,22.48.47,,Very faint calls,1729753223.0,47.84117,-122.4475
cand_02y3dMomz9u1DkpfSNR2C8,2024-10-24_16.00.39,2024-10-24,16.00.39,2024-10-24_23.00.39,2024-10-24,23.00.39,,Faint calls,1729753223.0,47.84117,-122.4475
cand_02y3cjAuBb7h5U1FgIMXfx,2024-10-24_15.34.38,2024-10-24,15.34.38,2024-10-24_22.34.38,2024-10-24,22.34.38,,"Faint whale calls as train is passing, Killer whale",1729666823.0,47.81495,-122.44235
cand_02y3d4gcuHn8TylbMjknCw,2024-10-24_15.48.47,2024-10-24,15.48.47,2024-10-24_22.48.47,2024-10-24,22.48.47,,Very faint calls,1729753223.0,47.81495,-122.44235
cand_02y3dMomz9u1DkpfSNR2C8,2024-10-24_16.00.39,2024-10-24,16.00.39,2024-10-24_23.00.39,2024-10-24,23.00.39,,Faint calls,1729753223.0,47.81495,-122.44235
cand_02y3cjAuBb7h5U1FgIMXfx,2024-10-24_15.34.38,2024-10-24,15.34.38,2024-10-24_22.34.38,2024-10-24,22.34.38,,"Faint whale calls as train is passing, Killer whale",1729666823.0,47.80066,-122.42931
cand_02y3d4gcuHn8TylbMjknCw,2024-10-24_15.48.47,2024-10-24,15.48.47,2024-10-24_22.48.47,2024-10-24,22.48.47,,Very faint calls,1729753223.0,47.80066,-122.42931
cand_02y3dMomz9u1DkpfSNR2C8,2024-10-24_16.00.39,2024-10-24,16.00.39,2024-10-24_23.00.39,2024-10-24,23.00.39,,Faint calls,1729753223.0,47.80066,-122.42931
cand_02y3f5PH2U5Dsxn58q2tlL,2024-10-24_17.10.49,2024-10-24,17.10.49,2024-10-25_00.10.49,2024-10-25,00.10.49,,Faint S01 call,1729753223.0,47.80066,-122.42931
cand_02y3cjAuBb7h5U1FgIMXfx,2024-10-24_15.34.38,2024-10-24,15.34.38,2024-10-24_22.34.38,2024-10-24,22.34.38,,"Faint whale calls as train is passing, Killer whale",1729666823.0,47.77551,-122.42759
cand_02y3d4gcuHn8TylbMjknCw,2024-10-24_15.48.47,2024-10-24,15.48.47,2024-10-24_22.48.47,2024-10-24,22.48.47,,Very faint calls,1729753223.0,47.77551,-122.42759
cand_02y3dMomz9u1DkpfSNR2C8,2024-10-24_16.00.39,2024-10-24,16.00.39,2024-10-24_23.00.39,2024-10-24,23.00.39,,Faint calls,1729753223.0,47.77551,-122.42759
cand_02y3f5PH2U5Dsxn58q2tlL,2024-10-24_17.10.49,2024-10-24,17.10.49,2024-10-25_00.10.49,2024-10-25,00.10.49,,Faint S01 call,1729753223.0,47.77551,-122.42759
cand_02y3d4gcuHn8TylbMjknCw,2024-10-24_15.48.47,2024-10-24,15.48.47,2024-10-24_22.48.47,2024-10-24,22.48.47,,Very faint calls,1729753223.0,47.82049,-122.45643
cand_02y3dMomz9u1DkpfSNR2C8,2024-10-24_16.00.39,2024-10-24,16.00.39,2024-10-24_23.00.39,2024-10-24,23.00.39,,Faint calls,1729753223.0,47.82049,-122.45643
cand_02y3f5PH2U5Dsxn58q2tlL,2024-10-24_17.10.49,2024-10-24,17.10.49,2024-10-25_00.10.49,2024-10-25,00.10.49,,Faint S01 call,1729753223.0,47.82049,-122.45643
cand_02y3fcupal1EFlY8bQINkr,2024-10-24_17.32.43,2024-10-24,17.32.43,2024-10-25_00.32.43,2024-10-25,00.32.43,,faint calls,1729753223.0,47.82049,-122.45643
cand_02y3dMomz9u1DkpfSNR2C8,2024-10-24_16.00.39,2024-10-24,16.00.39,2024-10-24_23.00.39,2024-10-24,23.00.39,,Faint calls,1729753223.0,47.81103,-122.46501
cand_02y3f5PH2U5Dsxn58q2tlL,2024-10-24_17.10.49,2024-10-24,17.10.49,2024-10-25_00.10.49,2024-10-25,00.10.49,,Faint S01 call,1729753223.0,47.81103,-122.46501
cand_02y3fcupal1EFlY8bQINkr,2024-10-24_17.32.43,2024-10-24,17.32.43,2024-10-25_00.32.43,2024-10-25,00.32.43,,faint calls,1729753223.0,47.81103,-122.46501
cand_02y3dMomz9u1DkpfSNR2C8,2024-10-24_16.00.39,2024-10-24,16.00.39,2024-10-24_23.00.39,2024-10-24,23.00.39,,Faint calls,1729753223.0,47.77044,-122.43274
cand_02y3f5PH2U5Dsxn58q2tlL,2024-10-24_17.10.49,2024-10-24,17.10.49,2024-10-25_00.10.49,2024-10-25,00.10.49,,Faint S01 call,1729753223.0,47.77044,-122.43274
cand_02y3fcupal1EFlY8bQINkr,2024-10-24_17.32.43,2024-10-24,17.32.43,2024-10-25_00.32.43,2024-10-25,00.32.43,,faint calls,1729753223.0,47.77044,-122.43274
cand_02y3f5PH2U5Dsxn58q2tlL,2024-10-24_17.10.49,2024-10-24,17.10.49,2024-10-25_00.10.49,2024-10-25,00.10.49,,Faint S01 call,1729753223.0,47.78682,-122.45849
cand_02y3fcupal1EFlY8bQINkr,2024-10-24_17.32.43,2024-10-24,17.32.43,2024-10-25_00.32.43,2024-10-25,00.32.43,,faint calls,1729753223.0,47.78682,-122.45849
cand_02y3g6nr1CNwOyPCbYQnf5,2024-10-24_17.52.28,2024-10-24,17.52.28,2024-10-25_00.52.28,2024-10-25,00.52.28,,"Distant j pod calls, ORCA CALLS",1729753223.0,47.78682,-122.45849
cand_02y3gXrpCI1CyedZCX9pzQ,2024-10-24_18.06.27,2024-10-24,18.06.27,2024-10-25_01.06.27,2024-10-25,01.06.27,,6:07 PM- Hearing orcas calls,1729753223.0,47.78682,-122.45849
cand_02y3f5PH2U5Dsxn58q2tlL,2024-10-24_17.10.49,2024-10-24,17.10.49,2024-10-25_00.10.49,2024-10-25,00.10.49,,Faint S01 call,1729753223.0,47.79985,-122.45523
cand_02y3fcupal1EFlY8bQINkr,2024-10-24_17.32.43,2024-10-24,17.32.43,2024-10-25_00.32.43,2024-10-25,00.32.43,,faint calls,1729753223.0,47.79985,-122.45523
cand_02y3g6nr1CNwOyPCbYQnf5,2024-10-24_17.52.28,2024-10-24,17.52.28,2024-10-25_00.52.28,2024-10-25,00.52.28,,"Distant j pod calls, ORCA CALLS",1729753223.0,47.79985,-122.45523
cand_02y3gXrpCI1CyedZCX9pzQ,2024-10-24_18.06.27,2024-10-24,18.06.27,2024-10-25_01.06.27,2024-10-25,01.06.27,,6:07 PM- Hearing orcas calls,1729753223.0,47.79985,-122.45523
cand_02y4CD2DOe0uhTTuaeFafQ,2024-10-25_15.40.38,2024-10-25,15.40.38,2024-10-25_22.40.38,2024-10-25,22.40.38,,,1729753223.0,47.93748,-122.49632
cand_02y4CYU6SjIUG9XP5vJQqT,2024-10-25_15.54.51,2024-10-25,15.54.51,2024-10-25_22.54.51,2024-10-25,22.54.51,,,1729753223.0,47.93748,-122.49632
cand_02y4CdLmGFXC0R5EkRKnMc,2024-10-25_15.58.03,2024-10-25,15.58.03,2024-10-25_22.58.03,2024-10-25,22.58.03,,,1729753223.0,47.93748,-122.49632
cand_02y4CD2DOe0uhTTuaeFafQ,2024-10-25_15.40.38,2024-10-25,15.40.38,2024-10-25_22.40.38,2024-10-25,22.40.38,,,1729753223.0,47.87809,-122.47084
cand_02y4CYU6SjIUG9XP5vJQqT,2024-10-25_15.54.51,2024-10-25,15.54.51,2024-10-25_22.54.51,2024-10-25,22.54.51,,,1729753223.0,47.87809,-122.47084
cand_02y4CdLmGFXC0R5EkRKnMc,2024-10-25_15.58.03,2024-10-25,15.58.03,2024-10-25_22.58.03,2024-10-25,22.58.03,,,1729753223.0,47.87809,-122.47084
cand_02y4D9T3CrKE9tMfamNVHi,2024-10-25_16.18.50,2024-10-25,16.18.50,2024-10-25_23.18.50,2024-10-25,23.18.50,,Distant calls,1729753223.0,47.87809,-122.47084
cand_02y4DGNtOPUkGX7N7rdb1E,2024-10-25_16.23.38,2024-10-25,16.23.38,2024-10-25_23.23.38,2024-10-25,23.23.38,,,1729753223.0,47.87809,-122.47084
cand_02y4DPMGsPAV1lICDIPyge,2024-10-25_16.29.12,2024-10-25,16.29.12,2024-10-25_23.29.12,2024-10-25,23.29.12,,Orca calls,1729753223.0,47.87809,-122.47084
cand_02y4CD2DOe0uhTTuaeFafQ,2024-10-25_15.40.38,2024-10-25,15.40.38,2024-10-25_22.40.38,2024-10-25,22.40.38,,,1729753223.0,47.85045,-122.44998
cand_02y4CYU6SjIUG9XP5vJQqT,2024-10-25_15.54.51,2024-10-25,15.54.51,2024-10-25_22.54.51,2024-10-25,22.54.51,,,1729753223.0,47.85045,-122.44998
cand_02y4CdLmGFXC0R5EkRKnMc,2024-10-25_15.58.03,2024-10-25,15.58.03,2024-10-25_22.58.03,2024-10-25,22.58.03,,,1729753223.0,47.85045,-122.44998
cand_02y4D9T3CrKE9tMfamNVHi,2024-10-25_16.18.50,2024-10-25,16.18.50,2024-10-25_23.18.50,2024-10-25,23.18.50,,Distant calls,1729753223.0,47.85045,-122.44998
cand_02y4DGNtOPUkGX7N7rdb1E,2024-10-25_16.23.38,2024-10-25,16.23.38,2024-10-25_23.23.38,2024-10-25,23.23.38,,,1729753223.0,47.85045,-122.44998
cand_02y4DPMGsPAV1lICDIPyge,2024-10-25_16.29.12,2024-10-25,16.29.12,2024-10-25_23.29.12,2024-10-25,23.29.12,,Orca calls,1729753223.0,47.85045,-122.44998
cand_02y4E4HdCFcMLXL9qJKTi1,2024-10-25_16.56.02,2024-10-25,16.56.02,2024-10-25_23.56.02,2024-10-25,23.56.02,,"S01s x3, but distinct receive levels, Short call, Long S01",1729839623.0,47.85045,-122.44998
cand_02y4EXKGBve7XHkQU6cGmf,2024-10-25_17.14.59,2024-10-25,17.14.59,2024-10-26_00.14.59,2024-10-26,00.14.59,,J pod,1729839623.0,47.85045,-122.44998
cand_02y4CYU6SjIUG9XP5vJQqT,2024-10-25_15.54.51,2024-10-25,15.54.51,2024-10-25_22.54.51,2024-10-25,22.54.51,,,1729753223.0,47.88362,-122.40444
cand_02y4CdLmGFXC0R5EkRKnMc,2024-10-25_15.58.03,2024-10-25,15.58.03,2024-10-25_22.58.03,2024-10-25,22.58.03,,,1729753223.0,47.88362,-122.40444
cand_02y4D9T3CrKE9tMfamNVHi,2024-10-25_16.18.50,2024-10-25,16.18.50,2024-10-25_23.18.50,2024-10-25,23.18.50,,Distant calls,1729753223.0,47.88362,-122.40444
cand_02y4DGNtOPUkGX7N7rdb1E,2024-10-25_16.23.38,2024-10-25,16.23.38,2024-10-25_23.23.38,2024-10-25,23.23.38,,,1729753223.0,47.88362,-122.40444
cand_02y4DPMGsPAV1lICDIPyge,2024-10-25_16.29.12,2024-10-25,16.29.12,2024-10-25_23.29.12,2024-10-25,23.29.12,,Orca calls,1729753223.0,47.88362,-122.40444
cand_02y4E4HdCFcMLXL9qJKTi1,2024-10-25_16.56.02,2024-10-25,16.56.02,2024-10-25_23.56.02,2024-10-25,23.56.02,,"S01s x3, but distinct receive levels, Short call, Long S01",1729839623.0,47.88362,-122.40444
cand_02y4EXKGBve7XHkQU6cGmf,2024-10-25_17.14.59,2024-10-25,17.14.59,2024-10-26_00.14.59,2024-10-26,00.14.59,,J pod,1729839623.0,47.88362,-122.40444
cand_02y4EmphBOsj1IlBkD14eK,2024-10-25_17.25.37,2024-10-25,17.25.37,2024-10-26_00.25.37,2024-10-26,00.25.37,,"Clear S01s, S10, Clear S01 calls, a couple overlapping.",1729839623.0,47.88362,-122.40444
cand_02y4Ew5Pft9x3ku1lJ3C7Z,2024-10-25_17.31.37,2024-10-25,17.31.37,2024-10-26_00.31.37,2024-10-26,00.31.37,,Hf call x4 S42?,1729839623.0,47.88362,-122.40444
cand_02y4F1hVBU1GK6F91wncFm,2024-10-25_17.35.23,2024-10-25,17.35.23,2024-10-26_00.35.23,2024-10-26,00.35.23,,,1729839623.0,47.88362,-122.40444
cand_02y4CYU6SjIUG9XP5vJQqT,2024-10-25_15.54.51,2024-10-25,15.54.51,2024-10-25_22.54.51,2024-10-25,22.54.51,,,1729753223.0,47.88362,-122.40444
cand_02y4CdLmGFXC0R5EkRKnMc,2024-10-25_15.58.03,2024-10-25,15.58.03,2024-10-25_22.58.03,2024-10-25,22.58.03,,,1729753223.0,47.88362,-122.40444
cand_02y4D9T3CrKE9tMfamNVHi,2024-10-25_16.18.50,2024-10-25,16.18.50,2024-10-25_23.18.50,2024-10-25,23.18.50,,Distant calls,1729753223.0,47.88362,-122.40444
cand_02y4DGNtOPUkGX7N7rdb1E,2024-10-25_16.23.38,2024-10-25,16.23.38,2024-10-25_23.23.38,2024-10-25,23.23.38,,,1729753223.0,47.88362,-122.40444
cand_02y4DPMGsPAV1lICDIPyge,2024-10-25_16.29.12,2024-10-25,16.29.12,2024-10-25_23.29.12,2024-10-25,23.29.12,,Orca calls,1729753223.0,47.88362,-122.40444
cand_02y4E4HdCFcMLXL9qJKTi1,2024-10-25_16.56.02,2024-10-25,16.56.02,2024-10-25_23.56.02,2024-10-25,23.56.02,,"S01s x3, but distinct receive levels, Short call, Long S01",1729839623.0,47.88362,-122.40444
cand_02y4EXKGBve7XHkQU6cGmf,2024-10-25_17.14.59,2024-10-25,17.14.59,2024-10-26_00.14.59,2024-10-26,00.14.59,,J pod,1729839623.0,47.88362,-122.40444
cand_02y4EmphBOsj1IlBkD14eK,2024-10-25_17.25.37,2024-10-25,17.25.37,2024-10-26_00.25.37,2024-10-26,00.25.37,,"Clear S01s, S10, Clear S01 calls, a couple overlapping.",1729839623.0,47.88362,-122.40444
cand_02y4Ew5Pft9x3ku1lJ3C7Z,2024-10-25_17.31.37,2024-10-25,17.31.37,2024-10-26_00.31.37,2024-10-26,00.31.37,,Hf call x4 S42?,1729839623.0,47.88362,-122.40444
cand_02y4F1hVBU1GK6F91wncFm,2024-10-25_17.35.23,2024-10-25,17.35.23,2024-10-26_00.35.23,2024-10-26,00.35.23,,,1729839623.0,47.88362,-122.40444
cand_02y4CYU6SjIUG9XP5vJQqT,2024-10-25_15.54.51,2024-10-25,15.54.51,2024-10-25_22.54.51,2024-10-25,22.54.51,,,1729753223.0,47.88362,-122.40444
cand_02y4CdLmGFXC0R5EkRKnMc,2024-10-25_15.58.03,2024-10-25,15.58.03,2024-10-25_22.58.03,2024-10-25,22.58.03,,,1729753223.0,47.88362,-122.40444
cand_02y4D9T3CrKE9tMfamNVHi,2024-10-25_16.18.50,2024-10-25,16.18.50,2024-10-25_23.18.50,2024-10-25,23.18.50,,Distant calls,1729753223.0,47.88362,-122.40444
cand_02y4DGNtOPUkGX7N7rdb1E,2024-10-25_16.23.38,2024-10-25,16.23.38,2024-10-25_23.23.38,2024-10-25,23.23.38,,,1729753223.0,47.88362,-122.40444
cand_02y4DPMGsPAV1lICDIPyge,2024-10-25_16.29.12,2024-10-25,16.29.12,2024-10-25_23.29.12,2024-10-25,23.29.12,,Orca calls,1729753223.0,47.88362,-122.40444
cand_02y4E4HdCFcMLXL9qJKTi1,2024-10-25_16.56.02,2024-10-25,16.56.02,2024-10-25_23.56.02,2024-10-25,23.56.02,,"S01s x3, but distinct receive levels, Short call, Long S01",1729839623.0,47.88362,-122.40444
cand_02y4EXKGBve7XHkQU6cGmf,2024-10-25_17.14.59,2024-10-25,17.14.59,2024-10-26_00.14.59,2024-10-26,00.14.59,,J pod,1729839623.0,47.88362,-122.40444
cand_02y4EmphBOsj1IlBkD14eK,2024-10-25_17.25.37,2024-10-25,17.25.37,2024-10-26_00.25.37,2024-10-26,00.25.37,,"Clear S01s, S10, Clear S01 calls, a couple overlapping.",1729839623.0,47.88362,-122.40444
cand_02y4Ew5Pft9x3ku1lJ3C7Z,2024-10-25_17.31.37,2024-10-25,17.31.37,2024-10-26_00.31.37,2024-10-26,00.31.37,,Hf call x4 S42?,1729839623.0,47.88362,-122.40444
cand_02y4F1hVBU1GK6F91wncFm,2024-10-25_17.35.23,2024-10-25,17.35.23,2024-10-26_00.35.23,2024-10-26,00.35.23,,,1729839623.0,47.88362,-122.40444
cand_02y4CYU6SjIUG9XP5vJQqT,2024-10-25_15.54.51,2024-10-25,15.54.51,2024-10-25_22.54.51,2024-10-25,22.54.51,,,1729753223.0,47.84883,-122.40844
cand_02y4CdLmGFXC0R5EkRKnMc,2024-10-25_15.58.03,2024-10-25,15.58.03,2024-10-25_22.58.03,2024-10-25,22.58.03,,,1729753223.0,47.84883,-122.40844
cand_02y4D9T3CrKE9tMfamNVHi,2024-10-25_16.18.50,2024-10-25,16.18.50,2024-10-25_23.18.50,2024-10-25,23.18.50,,Distant calls,1729753223.0,47.84883,-122.40844
cand_02y4DGNtOPUkGX7N7rdb1E,2024-10-25_16.23.38,2024-10-25,16.23.38,2024-10-25_23.23.38,2024-10-25,23.23.38,,,1729753223.0,47.84883,-122.40844
