type,latitude,longitude,utm_easting,utm_northing,altitude_ft
,47.938588224,-122.443303496,,,
,47.939247329,-122.445259957,,,
,47.93908636,-122.447750044,,,
,47.938112322,-122.449542984,,,
,47.93311287,-122.456240323,,,
,47.91346219,-122.455741775,,,
,47.886871,-122.44756012,,,
,47.8531838923105,-122.441886888564,,,
